city,district,wealth_level,count,wkt
مكة المكرمة,حي العوالي,Poor,1140,"POLYGON ((39.954007 21.31323, 39.953814 21.31262, 39.953145 21.312704, 39.953056 21.312487, 39.953223 21.312269, 39.952694 21.311661, 39.952923 21.311443, 39.95257 21.310812, 39.953084 21.310251, 39.953485 21.310485, 39.953778 21.310404, 39.953555 21.310049, 39.953858 21.309655, 39.953561 21.309263, 39.953706 21.309006, 39.954459 21.308677, 39.954478 21.308285, 39.954946 21.307952, 39.954883 21.307872, 39.956101 21.307326, 39.955359 21.306268, 39.955144 21.306234, 39.955295 21.306161, 39.953084 21.302566, 39.951869 21.303286, 39.951525 21.303165, 39.951903 21.302374, 39.952262 21.300606, 39.95081 21.300021, 39.95098 21.299277, 39.950637 21.298465, 39.950562 21.297736, 39.950033 21.296985, 39.949636 21.296955, 39.949559 21.296715, 39.949724 21.296385, 39.948724 21.29597, 39.948932 21.294917, 39.94809 21.29485, 39.947894 21.294624, 39.948004 21.294259, 39.947557 21.29411, 39.947663 21.293986, 39.947305 21.293309, 39.946693 21.293066, 39.946389 21.292408, 39.94612 21.292624, 39.945787 21.292447, 39.945668 21.292046, 39.946065 21.291802, 39.945665 21.291258, 39.945704 21.29096, 39.945978 21.290965, 39.945969 21.290738, 39.947268 21.290419, 39.947057 21.290251, 39.947641 21.288778, 39.94583 21.288387, 39.945743 21.287523, 39.946226 21.287288, 39.945628 21.286751, 39.945599 21.286471, 39.945639 21.286275, 39.946136 21.286713, 39.946169 21.286389, 39.946008 21.286234, 39.946317 21.286294, 39.946364 21.286143, 39.945968 21.285809, 39.946554 21.284477, 39.945005 21.283514, 39.943366 21.282135, 39.941418 21.279729, 39.940549 21.278108, 39.93752 21.270472, 39.936797 21.269168, 39.935337 21.267111, 39.933155 21.271712, 39.92713 21.281772, 39.924829 21.2853, 39.924013 21.286308, 39.922925 21.287231, 39.921414 21.287932, 39.919661 21.288301, 39.917417 21.288246, 39.915866 21.288445, 39.913827 21.289295, 39.912631 21.290241, 39.911935 21.291063, 39.91052 21.293427, 39.909527 21.294633, 39.903116 21.29955, 39.897998 21.304411, 39.895659 21.307754, 39.890578 21.314464, 39.886085 21.321808, 39.883927 21.324993, 39.879925 21.329581, 39.875936 21.333059, 39.872459 21.335473, 39.868314 21.337751, 39.861865 21.340594, 39.85965 21.342115, 39.857531 21.344339, 39.850613 21.353736, 39.860505 21.357461, 39.882096 21.360883, 39.883723 21.360911, 39.896823 21.362771, 39.917483 21.358371, 39.922571 21.357045, 39.925331 21.355752, 39.927621 21.354107, 39.939999 21.341137, 39.941323 21.33992, 39.943113 21.338684, 39.946904 21.336511, 39.962217 21.328879, 39.964341 21.327911, 39.967453 21.327032, 39.966063 21.324787, 39.965366 21.323926, 39.964767 21.323462, 39.960915 21.322133, 39.960101 21.321165, 39.959576 21.320178, 39.959454 21.3194, 39.956035 21.314774, 39.955256 21.314543, 39.955085 21.31411, 39.954344 21.313346, 39.954007 21.31323))"
الخرج,السلام,Lower Middle,718,"POLYGON ((47.307313 24.144584, 47.30542 24.143311, 47.304944 24.143225, 47.30465 24.143352, 47.302722 24.148605, 47.306986 24.152298, 47.309601 24.155153, 47.313276 24.157696, 47.318136 24.152703, 47.307313 24.144584))"
الخرج,السلام,Rich,701,"POLYGON ((47.307313 24.144584, 47.30542 24.143311, 47.304944 24.143225, 47.30465 24.143352, 47.302722 24.148605, 47.306986 24.152298, 47.309601 24.155153, 47.313276 24.157696, 47.318136 24.152703, 47.307313 24.144584))"
عرعر,حي النسيم,Poor,2188,"POLYGON ((41.04319 30.957332, 41.042655 30.957553, 41.043851 30.959089, 41.058775 30.981537, 41.064528 30.978691, 41.04319 30.957332))"
الوجه,حي المصيف,Upper Middle,2112,"POLYGON ((36.45076 26.254818, 36.450119 26.255674, 36.450394 26.255783, 36.445429 26.262028, 36.447924 26.264067, 36.450168 26.262147, 36.453996 26.255955, 36.45076 26.254818))"
رفحاء,حى الفيصلية,Poor,3214,"POLYGON ((43.497854 29.635997, 43.501791 29.634569, 43.499158 29.629242, 43.496216 29.630376, 43.494272 29.631774, 43.494035 29.632248, 43.49411 29.632668, 43.496099 29.636663, 43.497854 29.635997))"
الوجه,حي المصيف,Lower Middle,2098,"POLYGON ((36.45076 26.254818, 36.450119 26.255674, 36.450394 26.255783, 36.445429 26.262028, 36.447924 26.264067, 36.450168 26.262147, 36.453996 26.255955, 36.45076 26.254818))"
الرياض,السلي,Poor,440,"POLYGON ((46.857007 24.662522, 46.857393 24.654588, 46.899345 24.655549, 46.897793 24.653043, 46.896892 24.645858, 46.834971 24.616902, 46.806249 24.667867, 46.855677 24.691027, 46.856509 24.691215, 46.857105 24.664907, 46.857007 24.662522))"
رفحاء,الطويريق,Middle,3299,"POLYGON ((43.348272 29.728329, 43.346606 29.725807, 43.331473 29.7378, 43.33547 29.742178, 43.340895 29.73818, 43.340943 29.734421, 43.348272 29.728329))"
رفحاء,الطويريق,Rich,3318,"POLYGON ((43.348272 29.728329, 43.346606 29.725807, 43.331473 29.7378, 43.33547 29.742178, 43.340895 29.73818, 43.340943 29.734421, 43.348272 29.728329))"
الوجه,حي المصيف,Poor,2251,"POLYGON ((36.45076 26.254818, 36.450119 26.255674, 36.450394 26.255783, 36.445429 26.262028, 36.447924 26.264067, 36.450168 26.262147, 36.453996 26.255955, 36.45076 26.254818))"
رفحاء,الطويريق,Lower Middle,3216,"POLYGON ((43.348272 29.728329, 43.346606 29.725807, 43.331473 29.7378, 43.33547 29.742178, 43.340895 29.73818, 43.340943 29.734421, 43.348272 29.728329))"
الخرج,السلام,Poor,712,"POLYGON ((47.307313 24.144584, 47.30542 24.143311, 47.304944 24.143225, 47.30465 24.143352, 47.302722 24.148605, 47.306986 24.152298, 47.309601 24.155153, 47.313276 24.157696, 47.318136 24.152703, 47.307313 24.144584))"
عرعر,حي النسيم,Rich,2177,"POLYGON ((41.04319 30.957332, 41.042655 30.957553, 41.043851 30.959089, 41.058775 30.981537, 41.064528 30.978691, 41.04319 30.957332))"
نجران,المطار,Poor,4332,"POLYGON ((44.419225 17.596697, 44.39274 17.582107, 44.383009 17.598502, 44.389104 17.601433, 44.453865 17.637348, 44.464092 17.621187, 44.436202 17.605739, 44.424605 17.599884, 44.419225 17.596697))"
سكاكا,الياسمين,Rich,2122,"POLYGON ((40.190961 29.823944, 40.185382 29.823565, 40.184792 29.823756, 40.184469 29.824136, 40.183895 29.826446, 40.183391 29.827328, 40.182825 29.827915, 40.180187 29.829571, 40.178779 29.830754, 40.17752 29.832327, 40.176285 29.834639, 40.179882 29.83622, 40.182515 29.837765, 40.19123 29.845094, 40.205866 29.832915, 40.193265 29.824172, 40.190961 29.823944))"
رفحاء,حى الفيصلية,Rich,3289,"POLYGON ((43.497854 29.635997, 43.501791 29.634569, 43.499158 29.629242, 43.496216 29.630376, 43.494272 29.631774, 43.494035 29.632248, 43.49411 29.632668, 43.496099 29.636663, 43.497854 29.635997))"
مكة المكرمة,حي العوالي,Rich,1071,"POLYGON ((39.99469 21.300053, 39.995195 21.299822, 39.996243 21.300433, 39.997231 21.301272, 39.998297 21.301819, 40.000746 21.302515, 40.001092 21.302521, 40.001379 21.30225, 40.001165 21.301918, 40.001952 21.300882, 40.002555 21.300982, 40.003026 21.30081, 40.003093 21.300339, 40.002418 21.300042, 40.002585 21.299438, 40.001634 21.298986, 40.00063 21.298773, 40.000535 21.298261, 39.999888 21.298474, 39.999036 21.298365, 39.998343 21.297837, 39.998329 21.296734, 39.998628 21.296394, 39.999325 21.296198, 39.999613 21.295033, 39.999159 21.294119, 39.998102 21.293698, 39.996372 21.294003, 39.99524 21.294893, 39.995479 21.295165, 39.992694 21.296811, 39.990649 21.296706, 39.990118 21.296435, 39.989782 21.296098, 39.990109 21.29504, 39.991086 21.293523, 39.991222 21.292247, 39.991731 21.29101, 39.99157 21.289785, 39.991859 21.289071, 39.990526 21.288168, 39.990213 21.289633, 39.989461 21.289726, 39.988881 21.290225, 39.98774 21.290231, 39.987619 21.290819, 39.987364 21.291102, 39.987462 21.292118, 39.986844 21.292159, 39.986719 21.293157, 39.986496 21.293149, 39.986467 21.293396, 39.985482 21.293183, 39.985227 21.294458, 39.985574 21.294759, 39.985318 21.295948, 39.984893 21.295989, 39.984267 21.296325, 39.983153 21.296474, 39.983342 21.297375, 39.983083 21.298089, 39.982554 21.298193, 39.981818 21.297864, 39.981418 21.297477, 39.981015 21.297505, 39.98067 21.297898, 39.980761 21.298993, 39.981593 21.299588, 39.981617 21.300073, 39.980463 21.300402, 39.979889 21.302589, 39.985753 21.305639, 39.987843 21.307206, 39.9897 21.304005, 39.990314 21.303393, 39.991447 21.30314, 39.99469 21.300053))"
مكة المكرمة,حي العوالي,Rich,1071,"POLYGON ((39.954007 21.31323, 39.953814 21.31262, 39.953145 21.312704, 39.953056 21.312487, 39.953223 21.312269, 39.952694 21.311661, 39.952923 21.311443, 39.95257 21.310812, 39.953084 21.310251, 39.953485 21.310485, 39.953778 21.310404, 39.953555 21.310049, 39.953858 21.309655, 39.953561 21.309263, 39.953706 21.309006, 39.954459 21.308677, 39.954478 21.308285, 39.954946 21.307952, 39.954883 21.307872, 39.956101 21.307326, 39.955359 21.306268, 39.955144 21.306234, 39.955295 21.306161, 39.953084 21.302566, 39.951869 21.303286, 39.951525 21.303165, 39.951903 21.302374, 39.952262 21.300606, 39.95081 21.300021, 39.95098 21.299277, 39.950637 21.298465, 39.950562 21.297736, 39.950033 21.296985, 39.949636 21.296955, 39.949559 21.296715, 39.949724 21.296385, 39.948724 21.29597, 39.948932 21.294917, 39.94809 21.29485, 39.947894 21.294624, 39.948004 21.294259, 39.947557 21.29411, 39.947663 21.293986, 39.947305 21.293309, 39.946693 21.293066, 39.946389 21.292408, 39.94612 21.292624, 39.945787 21.292447, 39.945668 21.292046, 39.946065 21.291802, 39.945665 21.291258, 39.945704 21.29096, 39.945978 21.290965, 39.945969 21.290738, 39.947268 21.290419, 39.947057 21.290251, 39.947641 21.288778, 39.94583 21.288387, 39.945743 21.287523, 39.946226 21.287288, 39.945628 21.286751, 39.945599 21.286471, 39.945639 21.286275, 39.946136 21.286713, 39.946169 21.286389, 39.946008 21.286234, 39.946317 21.286294, 39.946364 21.286143, 39.945968 21.285809, 39.946554 21.284477, 39.945005 21.283514, 39.943366 21.282135, 39.941418 21.279729, 39.940549 21.278108, 39.93752 21.270472, 39.936797 21.269168, 39.935337 21.267111, 39.933155 21.271712, 39.92713 21.281772, 39.924829 21.2853, 39.924013 21.286308, 39.922925 21.287231, 39.921414 21.287932, 39.919661 21.288301, 39.917417 21.288246, 39.915866 21.288445, 39.913827 21.289295, 39.912631 21.290241, 39.911935 21.291063, 39.91052 21.293427, 39.909527 21.294633, 39.903116 21.29955, 39.897998 21.304411, 39.895659 21.307754, 39.890578 21.314464, 39.886085 21.321808, 39.883927 21.324993, 39.879925 21.329581, 39.875936 21.333059, 39.872459 21.335473, 39.868314 21.337751, 39.861865 21.340594, 39.85965 21.342115, 39.857531 21.344339, 39.850613 21.353736, 39.860505 21.357461, 39.882096 21.360883, 39.883723 21.360911, 39.896823 21.362771, 39.917483 21.358371, 39.922571 21.357045, 39.925331 21.355752, 39.927621 21.354107, 39.939999 21.341137, 39.941323 21.33992, 39.943113 21.338684, 39.946904 21.336511, 39.962217 21.328879, 39.964341 21.327911, 39.967453 21.327032, 39.966063 21.324787, 39.965366 21.323926, 39.964767 21.323462, 39.960915 21.322133, 39.960101 21.321165, 39.959576 21.320178, 39.959454 21.3194, 39.956035 21.314774, 39.955256 21.314543, 39.955085 21.31411, 39.954344 21.313346, 39.954007 21.31323))"
الرياض,السلي,Upper Middle,429,"POLYGON ((46.857007 24.662522, 46.857393 24.654588, 46.899345 24.655549, 46.897793 24.653043, 46.896892 24.645858, 46.834971 24.616902, 46.806249 24.667867, 46.855677 24.691027, 46.856509 24.691215, 46.857105 24.664907, 46.857007 24.662522))"
سكاكا,الياسمين,Poor,2180,"POLYGON ((40.190961 29.823944, 40.185382 29.823565, 40.184792 29.823756, 40.184469 29.824136, 40.183895 29.826446, 40.183391 29.827328, 40.182825 29.827915, 40.180187 29.829571, 40.178779 29.830754, 40.17752 29.832327, 40.176285 29.834639, 40.179882 29.83622, 40.182515 29.837765, 40.19123 29.845094, 40.205866 29.832915, 40.193265 29.824172, 40.190961 29.823944))"
نجران,المطار,Upper Middle,4362,"POLYGON ((44.419225 17.596697, 44.39274 17.582107, 44.383009 17.598502, 44.389104 17.601433, 44.453865 17.637348, 44.464092 17.621187, 44.436202 17.605739, 44.424605 17.599884, 44.419225 17.596697))"
سكاكا,الياسمين,Middle,2118,"POLYGON ((40.190961 29.823944, 40.185382 29.823565, 40.184792 29.823756, 40.184469 29.824136, 40.183895 29.826446, 40.183391 29.827328, 40.182825 29.827915, 40.180187 29.829571, 40.178779 29.830754, 40.17752 29.832327, 40.176285 29.834639, 40.179882 29.83622, 40.182515 29.837765, 40.19123 29.845094, 40.205866 29.832915, 40.193265 29.824172, 40.190961 29.823944))"
الوجه,حي المصيف,Rich,2246,"POLYGON ((36.45076 26.254818, 36.450119 26.255674, 36.450394 26.255783, 36.445429 26.262028, 36.447924 26.264067, 36.450168 26.262147, 36.453996 26.255955, 36.45076 26.254818))"
تبوك,العليا,Upper Middle,1059,"POLYGON ((36.586835 28.379936, 36.582126 28.374216, 36.575948 28.378407, 36.580049 28.384148, 36.586261 28.392258, 36.594215 28.387155, 36.586835 28.379936))"
عرعر,حى المطار القديم,Poor,2191,"POLYGON ((41.005544 30.989707, 41.008799 30.983829, 41.006172 30.981153, 41.005108 30.980459, 41.002947 30.979683, 41.00095 30.979485, 40.999165 30.979697, 40.981149 30.984926, 40.982186 30.986045, 40.983568 30.987143, 40.989073 30.990138, 40.989978 30.990781, 40.991166 30.992024, 40.992112 30.993833, 41.005544 30.989707))"
جدة,النعيم,Lower Middle,864,"POLYGON ((39.147171 21.640692, 39.149997 21.636679, 39.151128 21.634531, 39.152284 21.631759, 39.153183 21.628504, 39.154359 21.62011, 39.155525 21.613914, 39.141154 21.610894, 39.14091 21.611903, 39.138548 21.61791, 39.137634 21.621819, 39.130494 21.639944, 39.144148 21.644636, 39.147171 21.640692))"
عرعر,حى المطار القديم,Lower Middle,2169,"POLYGON ((41.005544 30.989707, 41.008799 30.983829, 41.006172 30.981153, 41.005108 30.980459, 41.002947 30.979683, 41.00095 30.979485, 40.999165 30.979697, 40.981149 30.984926, 40.982186 30.986045, 40.983568 30.987143, 40.989073 30.990138, 40.989978 30.990781, 40.991166 30.992024, 40.992112 30.993833, 41.005544 30.989707))"
عرعر,حى المطار القديم,Upper Middle,2135,"POLYGON ((41.005544 30.989707, 41.008799 30.983829, 41.006172 30.981153, 41.005108 30.980459, 41.002947 30.979683, 41.00095 30.979485, 40.999165 30.979697, 40.981149 30.984926, 40.982186 30.986045, 40.983568 30.987143, 40.989073 30.990138, 40.989978 30.990781, 40.991166 30.992024, 40.992112 30.993833, 41.005544 30.989707))"
تبوك,العليا,Middle,1127,"POLYGON ((36.586835 28.379936, 36.582126 28.374216, 36.575948 28.378407, 36.580049 28.384148, 36.586261 28.392258, 36.594215 28.387155, 36.586835 28.379936))"
تبوك,العليا,Rich,1106,"POLYGON ((36.586835 28.379936, 36.582126 28.374216, 36.575948 28.378407, 36.580049 28.384148, 36.586261 28.392258, 36.594215 28.387155, 36.586835 28.379936))"
جدة,النعيم,Rich,870,"POLYGON ((39.147171 21.640692, 39.149997 21.636679, 39.151128 21.634531, 39.152284 21.631759, 39.153183 21.628504, 39.154359 21.62011, 39.155525 21.613914, 39.141154 21.610894, 39.14091 21.611903, 39.138548 21.61791, 39.137634 21.621819, 39.130494 21.639944, 39.144148 21.644636, 39.147171 21.640692))"
سكاكا,السوق,Poor,2196,"POLYGON ((40.215557 29.980564, 40.206529 29.980709, 40.208837 29.982929, 40.209607 29.984442, 40.209969 29.985825, 40.210044 29.987242, 40.208838 29.994177, 40.210219 29.993288, 40.211428 29.992126, 40.21501 29.987264, 40.215557 29.985371, 40.215557 29.980564))"
بلجرشي,الحشو,Middle,3207,"POLYGON ((41.518816 19.630119, 41.518507 19.629952, 41.517888 19.63075, 41.518352 19.630976, 41.518816 19.630119))"
بلجرشي,الحشو,Middle,3207,"POLYGON ((41.522076 19.628905, 41.520672 19.628061, 41.520244 19.62837, 41.520874 19.630178, 41.521041 19.631428, 41.519197 19.63414, 41.520208 19.635128, 41.523492 19.634033, 41.522635 19.629536, 41.522076 19.628905))"
بلجرشي,الحشو,Rich,3289,"POLYGON ((41.518816 19.630119, 41.518507 19.629952, 41.517888 19.63075, 41.518352 19.630976, 41.518816 19.630119))"
بلجرشي,الحشو,Rich,3289,"POLYGON ((41.522076 19.628905, 41.520672 19.628061, 41.520244 19.62837, 41.520874 19.630178, 41.521041 19.631428, 41.519197 19.63414, 41.520208 19.635128, 41.523492 19.634033, 41.522635 19.629536, 41.522076 19.628905))"
جدة,النعيم,Middle,799,"POLYGON ((39.147171 21.640692, 39.149997 21.636679, 39.151128 21.634531, 39.152284 21.631759, 39.153183 21.628504, 39.154359 21.62011, 39.155525 21.613914, 39.141154 21.610894, 39.14091 21.611903, 39.138548 21.61791, 39.137634 21.621819, 39.130494 21.639944, 39.144148 21.644636, 39.147171 21.640692))"
سكاكا,السوق,Upper Middle,2159,"POLYGON ((40.215557 29.980564, 40.206529 29.980709, 40.208837 29.982929, 40.209607 29.984442, 40.209969 29.985825, 40.210044 29.987242, 40.208838 29.994177, 40.210219 29.993288, 40.211428 29.992126, 40.21501 29.987264, 40.215557 29.985371, 40.215557 29.980564))"
سكاكا,السوق,Lower Middle,2200,"POLYGON ((40.215557 29.980564, 40.206529 29.980709, 40.208837 29.982929, 40.209607 29.984442, 40.209969 29.985825, 40.210044 29.987242, 40.208838 29.994177, 40.210219 29.993288, 40.211428 29.992126, 40.21501 29.987264, 40.215557 29.985371, 40.215557 29.980564))"
جدة,النعيم,Poor,828,"POLYGON ((39.147171 21.640692, 39.149997 21.636679, 39.151128 21.634531, 39.152284 21.631759, 39.153183 21.628504, 39.154359 21.62011, 39.155525 21.613914, 39.141154 21.610894, 39.14091 21.611903, 39.138548 21.61791, 39.137634 21.621819, 39.130494 21.639944, 39.144148 21.644636, 39.147171 21.640692))"
تبوك,العليا,Poor,1072,"POLYGON ((36.586835 28.379936, 36.582126 28.374216, 36.575948 28.378407, 36.580049 28.384148, 36.586261 28.392258, 36.594215 28.387155, 36.586835 28.379936))"
بلجرشي,الحشو,Lower Middle,3326,"POLYGON ((41.518816 19.630119, 41.518507 19.629952, 41.517888 19.63075, 41.518352 19.630976, 41.518816 19.630119))"
بلجرشي,الحشو,Lower Middle,3326,"POLYGON ((41.522076 19.628905, 41.520672 19.628061, 41.520244 19.62837, 41.520874 19.630178, 41.521041 19.631428, 41.519197 19.63414, 41.520208 19.635128, 41.523492 19.634033, 41.522635 19.629536, 41.522076 19.628905))"
تبوك,العليا,Lower Middle,1044,"POLYGON ((36.586835 28.379936, 36.582126 28.374216, 36.575948 28.378407, 36.580049 28.384148, 36.586261 28.392258, 36.594215 28.387155, 36.586835 28.379936))"
بلجرشي,الحشو,Upper Middle,3347,"POLYGON ((41.518816 19.630119, 41.518507 19.629952, 41.517888 19.63075, 41.518352 19.630976, 41.518816 19.630119))"
بلجرشي,الحشو,Upper Middle,3347,"POLYGON ((41.522076 19.628905, 41.520672 19.628061, 41.520244 19.62837, 41.520874 19.630178, 41.521041 19.631428, 41.519197 19.63414, 41.520208 19.635128, 41.523492 19.634033, 41.522635 19.629536, 41.522076 19.628905))"
جدة,النعيم,Upper Middle,804,"POLYGON ((39.147171 21.640692, 39.149997 21.636679, 39.151128 21.634531, 39.152284 21.631759, 39.153183 21.628504, 39.154359 21.62011, 39.155525 21.613914, 39.141154 21.610894, 39.14091 21.611903, 39.138548 21.61791, 39.137634 21.621819, 39.130494 21.639944, 39.144148 21.644636, 39.147171 21.640692))"
عرعر,حى المطار القديم,Rich,2174,"POLYGON ((41.005544 30.989707, 41.008799 30.983829, 41.006172 30.981153, 41.005108 30.980459, 41.002947 30.979683, 41.00095 30.979485, 40.999165 30.979697, 40.981149 30.984926, 40.982186 30.986045, 40.983568 30.987143, 40.989073 30.990138, 40.989978 30.990781, 40.991166 30.992024, 40.992112 30.993833, 41.005544 30.989707))"
سكاكا,السوق,Rich,2166,"POLYGON ((40.215557 29.980564, 40.206529 29.980709, 40.208837 29.982929, 40.209607 29.984442, 40.209969 29.985825, 40.210044 29.987242, 40.208838 29.994177, 40.210219 29.993288, 40.211428 29.992126, 40.21501 29.987264, 40.215557 29.985371, 40.215557 29.980564))"
عرعر,حى المطار القديم,Middle,2172,"POLYGON ((41.005544 30.989707, 41.008799 30.983829, 41.006172 30.981153, 41.005108 30.980459, 41.002947 30.979683, 41.00095 30.979485, 40.999165 30.979697, 40.981149 30.984926, 40.982186 30.986045, 40.983568 30.987143, 40.989073 30.990138, 40.989978 30.990781, 40.991166 30.992024, 40.992112 30.993833, 41.005544 30.989707))"
سكاكا,السوق,Middle,2227,"POLYGON ((40.215557 29.980564, 40.206529 29.980709, 40.208837 29.982929, 40.209607 29.984442, 40.209969 29.985825, 40.210044 29.987242, 40.208838 29.994177, 40.210219 29.993288, 40.211428 29.992126, 40.21501 29.987264, 40.215557 29.985371, 40.215557 29.980564))"
بلجرشي,الحشو,Poor,3298,"POLYGON ((41.518816 19.630119, 41.518507 19.629952, 41.517888 19.63075, 41.518352 19.630976, 41.518816 19.630119))"
بلجرشي,الحشو,Poor,3298,"POLYGON ((41.522076 19.628905, 41.520672 19.628061, 41.520244 19.62837, 41.520874 19.630178, 41.521041 19.631428, 41.519197 19.63414, 41.520208 19.635128, 41.523492 19.634033, 41.522635 19.629536, 41.522076 19.628905))"
جدة,الروضة,Middle,846,"POLYGON ((39.143327 21.54848, 39.142671 21.557683, 39.143264 21.574717, 39.165341 21.580962, 39.17372 21.555855, 39.152261 21.549634, 39.143327 21.54848))"
