control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,registry_location,vehicle_make,vehicle_model,district,city,region,person_type
100925051,7,2558210778,Issued to violator but un-paid,2026-01-27 12:57:54+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,لكزس,لكزس LX,الزهراء,الباحة,منطقة الباحة,Alien
103163980,3,2341085983,Issued to violator but un-paid,2026-01-27 12:52:12+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,هيونداي,توسان,الشرق,الخرج,منطقة الرياض,Alien
102253799,4,1191140434,Issued to violator but un-paid,2026-01-27 12:52:06+00:00,,150,150,False,عدم ربط حزام,مرور المدينة المنورة,تويوتا,راش,البلد,جدة,منطقة مكة المكرمة,Saudi
100925051,6,2599990492,Issued to violator but un-paid,2026-01-27 12:51:56+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,جيب,رانجلر,الصناعية,نجران,منطقة نجران,Alien
100925051,6,1735727084,Issued to violator but un-paid,2026-01-27 12:51:03+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الحاير,مرسيدس بنز,مرسيدس بنز E-Class,الطويريق,رفحاء,الحدود الشمالية,Saudi
100925051,2,2116087807,Issued to violator but un-paid,2026-01-27 12:48:01+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,هيونداي,كريتا,الحشو,بلجرشي,منطقة الباحة,Alien
101571189,1,2629423841,Issued to violator but un-paid,2026-01-27 12:45:38+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,هوندا,هوندا CR-V,العقله,الباحة,منطقة الباحة,Alien
102253799,6,1206429023,Issued to violator but un-paid,2026-01-27 12:43:54+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,كيا,سبورتاج,العليا,تبوك,منطقة تبوك,Saudi
102218740,2,1831559110,Issued to violator but un-paid,2026-01-27 12:41:44+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,نيسان,نافارا,الشاطئ,جدة,منطقة مكة المكرمة,Saudi
102253799,10,2259626929,Issued to violator but un-paid,2026-01-27 12:41:00+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,ميتسوبيشي,لانسر,الصدر,الباحة,منطقة الباحة,Alien
102218740,10,2929030097,Issued to violator but un-paid,2026-01-27 12:37:04+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,لكزس,لكزس LX,الصفا,جازان,منطقة جازان,Alien
102253799,6,2405417627,Issued to violator but un-paid,2026-01-27 12:36:59+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,تويوتا,راش,الفيصلية,نجران,منطقة نجران,Alien
100925051,9,2304399890,Issued to violator but un-paid,2026-01-27 12:34:40+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,شيفروليه,تاهو,المنتزه,الخرج,منطقة الرياض,Alien
102253799,5,1966551672,Issued to violator but un-paid,2026-01-27 12:29:39+00:00,,150,150,False,عدم ربط حزام,مرور حفرالباطن,هيونداي,سوناتا,الفرسان,الدرعية,منطقة الرياض,Saudi
102218740,10,2700829260,Issued to violator but un-paid,2026-01-27 12:28:20+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,نيسان,صني,العقله,الباحة,منطقة الباحة,Alien
101571189,8,2568327789,Issued to violator but un-paid,2026-01-27 12:27:54+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,فورد,إكسبلورر,الزهراء,الباحة,منطقة الباحة,Alien
102218740,4,1463333123,Issued to violator but un-paid,2026-01-27 12:24:15+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور مكه المكرمه,مرسيدس بنز,مرسيدس بنز G-Class,حى المطار القديم,عرعر,الحدود الشمالية,Saudi
100925051,8,2460844109,Issued to violator but un-paid,2026-01-27 12:18:59+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,نيسان,باترول,حي المسفلة,مكة المكرمة,منطقة مكة المكرمة,Alien
100925051,7,2435792149,Issued to violator but un-paid,2026-01-27 12:18:17+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,مازدا,مازدا 3,المطار,جازان,منطقة جازان,Alien
101571189,1,1176561007,Issued to violator but un-paid,2026-01-27 12:18:11+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,مرسيدس بنز,مرسيدس بنز G-Class,الخالدية,صبيا,منطقة جازان,Saudi
101571189,6,1562748043,Issued to violator but un-paid,2026-01-27 12:17:00+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,تويوتا,كروزر,المطار,نجران,منطقة نجران,Saudi
101571189,9,2071319469,Issued to violator but un-paid,2026-01-27 12:15:59+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,بي إم دبليو,بي إم دبليو X5,العقيق,الرياض,منطقة الرياض,Alien
102218740,10,1060274413,Issued to violator but un-paid,2026-01-27 12:14:45+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,فورد,رينجر,الصفا,جازان,منطقة جازان,Saudi
102218740,7,2117474821,Issued to violator but un-paid,2026-01-27 12:13:37+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,جيب,شيروكي,النجيل,ضبا,منطقة تبوك,Alien
100925051,7,1648501766,Issued to violator but un-paid,2026-01-27 12:13:04+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,هيونداي,توسان,الحشو,بلجرشي,منطقة الباحة,Saudi
102218740,6,1640390649,Issued to violator but un-paid,2026-01-27 12:09:15+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور مكه المكرمه,ميتسوبيشي,باجيرو,الفيصلية,نجران,منطقة نجران,Saudi
103163980,10,2232095048,Issued to violator but un-paid,2026-01-27 12:03:54+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,هيونداي,كريتا,الصناعية,نجران,منطقة نجران,Alien
101571189,1,2072864811,Issued to violator but un-paid,2026-01-27 12:03:34+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,تويوتا,كورولا,الصفا,جازان,منطقة جازان,Alien
101571189,3,2298904637,Issued to violator but un-paid,2026-01-27 11:56:52+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,تويوتا,كامري,الحمراء,جدة,منطقة مكة المكرمة,Alien
102218740,4,1149305022,Issued to violator but un-paid,2026-01-27 11:53:46+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,جيب,شيروكي,السلي,الرياض,منطقة الرياض,Saudi
103163980,2,2484201981,Issued to violator but un-paid,2026-01-27 11:50:55+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,تويوتا,كورولا,الوادي,دومة الجندل,منطقة الجوف,Alien
103163980,3,1026418591,Issued to violator but un-paid,2026-01-27 11:47:01+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,هيونداي,سوناتا,المطار,جازان,منطقة جازان,Saudi
100925051,6,1997258175,Issued to violator but un-paid,2026-01-27 11:46:36+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الحاير,نيسان,نافارا,المطار,نجران,منطقة نجران,Saudi
101571189,7,2060443746,Issued to violator but un-paid,2026-01-27 11:46:34+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هوندا,هوندا سيفيك,الصفا,جازان,منطقة جازان,Alien
103163980,6,1839383974,Issued to violator but un-paid,2026-01-27 11:41:28+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,نيسان,صني,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
100925051,6,1478150023,Issued to violator but un-paid,2026-01-27 11:35:47+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,لكزس,لكزس LX,العليا,تبوك,منطقة تبوك,Saudi
101571189,8,1489699539,Issued to violator but un-paid,2026-01-27 11:31:18+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,جيب,شيروكي,الطلعة الشمالية,ضبا,منطقة تبوك,Saudi
103163980,8,1304517443,Issued to violator but un-paid,2026-01-27 11:30:36+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,شيفروليه,تاهو,حي البلد,الوجه,منطقة تبوك,Saudi
102218740,5,2022048421,Issued to violator but un-paid,2026-01-27 11:30:29+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,ميتسوبيشي,لانسر,النزهة,دومة الجندل,منطقة الجوف,Alien
101571189,5,2293227850,Issued to violator but un-paid,2026-01-27 11:29:17+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,كيا,سيراتو,حي النسيم,عرعر,الحدود الشمالية,Alien
100925051,6,2782566805,Issued to violator but un-paid,2026-01-27 11:26:52+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الحاير,فورد,رينجر,الحمراء,جدة,منطقة مكة المكرمة,Alien
101571189,10,1644499559,Issued to violator but un-paid,2026-01-27 11:26:23+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,مرسيدس بنز,مرسيدس بنز G-Class,الياسمين,الرياض,منطقة الرياض,Saudi
102218740,4,1065670698,Issued to violator but un-paid,2026-01-27 11:25:13+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,ميتسوبيشي,لانسر,النزهة,دومة الجندل,منطقة الجوف,Saudi
102253799,2,2824421131,Issued to violator but un-paid,2026-01-27 11:19:23+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,ميتسوبيشي,باجيرو,الفيصلية,نجران,منطقة نجران,Alien
100925051,5,2870014377,Issued to violator but un-paid,2026-01-27 11:15:56+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,مرسيدس بنز,مرسيدس بنز E-Class,الصدر,الباحة,منطقة الباحة,Alien
102218740,3,2672017964,Issued to violator but un-paid,2026-01-27 11:12:30+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,مرسيدس بنز,مرسيدس بنز E-Class,الروضة,الرياض,منطقة الرياض,Alien
103163980,8,2650668477,Issued to violator but un-paid,2026-01-27 11:10:43+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,تويوتا,كروزر,كريم,تبوك,منطقة تبوك,Alien
102253799,2,2303347669,Issued to violator but un-paid,2026-01-27 11:10:13+00:00,,150,150,False,عدم ربط حزام,مرور شمال رياض,كيا,كارينز,حى الصناعية الجديدة,عرعر,الحدود الشمالية,Alien
101571189,2,1286282729,Issued to violator but un-paid,2026-01-27 11:08:52+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,شيفروليه,سبارك,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
102218740,9,1515777919,Issued to violator but un-paid,2026-01-27 11:06:01+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,تويوتا,راش,حي العوالي,مكة المكرمة,منطقة مكة المكرمة,Saudi
102218740,9,1233350343,Cancelled due to the violators death,2026-01-27 11:04:13+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,بي إم دبليو,بي إم دبليو 3 Series,أبحر الشمالية,جدة,منطقة مكة المكرمة,Saudi
101571189,7,2521070695,Issued to violator but un-paid,2026-01-27 11:02:37+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,كيا,سيراتو,الاحد,بلجرشي,منطقة الباحة,Alien
102218740,4,1296637932,Issued to violator but un-paid,2026-01-27 11:00:40+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,شيفروليه,تاهو,الحشو,بلجرشي,منطقة الباحة,Saudi
101571189,2,1238904146,Issued to violator but un-paid,2026-01-27 11:00:27+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,ميتسوبيشي,باجيرو,السوق,سكاكا,منطقة الجوف,Saudi
101571189,4,2956797450,Issued to violator but un-paid,2026-01-27 10:59:04+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,جي إم سي,يوكون,المطار,نجران,منطقة نجران,Alien
103163980,9,1781045336,Issued to violator but un-paid,2026-01-27 10:57:40+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,لكزس,لكزس LX,البستان,سكاكا,منطقة الجوف,Saudi
101571189,1,1546044061,Issued to violator but un-paid,2026-01-27 10:56:55+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,كيا,ريو,البجيري,الدرعية,منطقة الرياض,Saudi
100925051,2,1937507783,Issued to violator but un-paid,2026-01-27 10:55:11+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,نيسان,صني,حي النسيم,عرعر,الحدود الشمالية,Saudi
101571189,1,1865926441,Issued to violator but un-paid,2026-01-27 10:55:08+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,تويوتا,راش,البلد,جدة,منطقة مكة المكرمة,Saudi
102218740,4,1129208600,Issued to violator but un-paid,2026-01-27 10:49:27+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور مكه المكرمه,لكزس,لكزس LX,الخالدية,صبيا,منطقة جازان,Saudi
102218740,3,1349679857,Issued to violator but un-paid,2026-01-27 10:48:01+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,هيونداي,أكسنت,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
102218740,9,2087232960,Issued to violator but un-paid,2026-01-27 10:46:50+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,مرسيدس بنز,مرسيدس بنز E-Class,الصدر,الباحة,منطقة الباحة,Alien
100925051,6,2682978104,Issued to violator but un-paid,2026-01-27 10:45:46+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,تويوتا,كورولا,المطار,نجران,منطقة نجران,Alien
103163980,3,1244338114,Issued to violator but un-paid,2026-01-27 10:33:00+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,ميتسوبيشي,باجيرو,الصفا,جازان,منطقة جازان,Saudi
102253799,5,2938136993,Issued to violator but un-paid,2026-01-27 10:30:35+00:00,,150,150,True,عدم ربط حزام,مرور الخرج,كيا,سبورتاج,الصناعية,نجران,منطقة نجران,Alien
103163980,3,2967261480,Issued to violator but un-paid,2026-01-27 10:30:16+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,مازدا,مازدا CX-5,حي البلد,الوجه,منطقة تبوك,Alien
100925051,9,1852183895,Issued to violator but un-paid,2026-01-27 10:29:34+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,نيسان,باترول,حي جرول,مكة المكرمة,منطقة مكة المكرمة,Saudi
103163980,8,2035818185,Issued to violator but un-paid,2026-01-27 10:28:46+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,تويوتا,كامري,حى الفيصلية,رفحاء,الحدود الشمالية,Alien
101571189,7,2247207578,Issued to violator but un-paid,2026-01-27 10:23:50+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,نيسان,باترول,الفرسان,الدرعية,منطقة الرياض,Alien
103163980,7,1816721687,Issued to violator but un-paid,2026-01-27 10:17:09+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,شيفروليه,سبارك,النزهة,دومة الجندل,منطقة الجوف,Saudi
101571189,2,2865859750,Issued to violator but un-paid,2026-01-27 10:14:13+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,كيا,كارينز,النزهة,دومة الجندل,منطقة الجوف,Alien
102218740,2,1750431001,Issued to violator but un-paid,2026-01-27 10:11:25+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,فورد,إكسبلورر,الشاطئ,جدة,منطقة مكة المكرمة,Saudi
102218740,5,1351906167,Issued to violator but un-paid,2026-01-27 10:02:09+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,تويوتا,كروزر,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
100925051,9,2515038859,Issued to violator but un-paid,2026-01-27 09:58:47+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,تويوتا,اف جي كروزر,المطار,نجران,منطقة نجران,Alien
102253799,2,2570811235,Issued to violator but un-paid,2026-01-27 09:55:31+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,مرسيدس بنز,مرسيدس بنز G-Class,الرحاب 2,تبوك,منطقة تبوك,Alien
102218740,4,2993633928,Issued to violator but un-paid,2026-01-27 09:50:10+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,ميتسوبيشي,باجيرو,النزهة,مكة المكرمة,منطقة مكة المكرمة,Alien
102253799,8,1107793526,Issued to violator but un-paid,2026-01-27 09:50:06+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,تويوتا,كروزر,العقله,الباحة,منطقة الباحة,Saudi
100925051,6,2690173747,Issued to violator but un-paid,2026-01-27 09:49:25+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,مازدا,مازدا CX-5,النزهة,دومة الجندل,منطقة الجوف,Alien
101571189,3,2432442810,Issued to violator but un-paid,2026-01-27 09:49:05+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,جي إم سي,يوكون,الشرائع,مكة المكرمة,منطقة مكة المكرمة,Alien
101571189,10,1416780190,Issued to violator but un-paid,2026-01-27 09:44:26+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,مازدا,مازدا CX-5,التهامي,الخرج,منطقة الرياض,Saudi
102218740,8,2627139866,Issued to violator but un-paid,2026-01-27 09:33:48+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,شيفروليه,تاهو,العقله,الباحة,منطقة الباحة,Alien
103163980,9,1604234497,Issued to violator but un-paid,2026-01-27 09:33:23+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,ميتسوبيشي,باجيرو,الصناعية,نجران,منطقة نجران,Saudi
102253799,7,2896788234,Issued to violator but un-paid,2026-01-27 09:31:59+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,مرسيدس بنز,مرسيدس بنز E-Class,الشرق,الخرج,منطقة الرياض,Alien
101571189,2,2603285960,Issued to violator but un-paid,2026-01-27 09:31:59+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,مازدا,مازدا CX-5,البلد,جدة,منطقة مكة المكرمة,Alien
102253799,10,1883127153,Issued to violator but un-paid,2026-01-27 09:31:04+00:00,,150,150,True,عدم ربط حزام,مرور شمال رياض,لكزس,لكزس RX,الحشو,بلجرشي,منطقة الباحة,Saudi
102253799,8,1932591391,Issued to violator but un-paid,2026-01-27 09:30:28+00:00,,150,150,False,عدم ربط حزام,مرور شمال رياض,هيونداي,سوناتا,النسيم,الرياض,منطقة الرياض,Saudi
101571189,9,2247207578,Issued to violator but un-paid,2026-01-27 09:29:00+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,نيسان,باترول,الفيصلية,الخرج,منطقة الرياض,Alien
103163980,9,2475802012,Issued to violator but un-paid,2026-01-27 09:24:33+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,كيا,كارينز,الفيصلية,نجران,منطقة نجران,Alien
102218740,1,1251341545,Issued to violator but un-paid,2026-01-27 09:22:45+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,كيا,سيراتو,النزهة,دومة الجندل,منطقة الجوف,Saudi
100925051,2,2804377746,Issued to violator but un-paid,2026-01-27 09:22:06+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,لكزس,لكزس RX,الصناعية,نجران,منطقة نجران,Alien
103163980,4,2281820796,Issued to violator but un-paid,2026-01-27 09:20:07+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,ميتسوبيشي,لانسر,حى المطار القديم,عرعر,الحدود الشمالية,Alien
100925051,10,1726152725,Issued to violator but un-paid,2026-01-27 09:15:17+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,نيسان,باترول,الروضة,جازان,منطقة جازان,Saudi
102253799,9,2357209167,Issued to violator but un-paid,2026-01-27 09:15:15+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,مرسيدس بنز,مرسيدس بنز G-Class,الروضة,جدة,منطقة مكة المكرمة,Alien
100925051,5,1583127487,Issued to violator but un-paid,2026-01-27 09:13:58+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,هيونداي,كريتا,الفيصلية,نجران,منطقة نجران,Saudi
103163980,7,1235812084,Issued to violator but un-paid,2026-01-27 09:13:32+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,نيسان,باترول,العقله,الباحة,منطقة الباحة,Saudi
101571189,7,2819225822,Issued to violator but un-paid,2026-01-27 09:11:38+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,تويوتا,كامري,النعيم,جدة,منطقة مكة المكرمة,Alien
101571189,10,2637350799,Issued to violator but un-paid,2026-01-27 09:11:25+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,ميتسوبيشي,لانسر,أبحر الشمالية,جدة,منطقة مكة المكرمة,Alien
102253799,10,1110201847,Issued to violator but un-paid,2026-01-27 09:06:02+00:00,,150,150,False,عدم ربط حزام,مرور حفرالباطن,هيونداي,كريتا,حي النسيم,عرعر,الحدود الشمالية,Saudi
101571189,7,1997944281,Issued to violator but un-paid,2026-01-27 09:01:36+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,تويوتا,اف جي كروزر,حي النسيم,عرعر,الحدود الشمالية,Saudi
101571189,2,1923021698,Issued to violator but un-paid,2026-01-27 08:58:32+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,لكزس,لكزس RX,المطار,نجران,منطقة نجران,Saudi
102218740,3,2474917375,Issued to violator but un-paid,2026-01-27 08:56:31+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,كيا,سيراتو,الملقا,الرياض,منطقة الرياض,Alien
102218740,4,1242019730,Issued to violator but un-paid,2026-01-27 08:54:39+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,لكزس,لكزس RX,الرحاب 2,تبوك,منطقة تبوك,Saudi
100925051,6,2593724547,Issued to violator but un-paid,2026-01-27 08:52:51+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,نيسان,نافارا,الصفا,جازان,منطقة جازان,Alien
102218740,4,1109480108,Issued to violator but un-paid,2026-01-27 08:48:13+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,تويوتا,كروزر,حي البلد,الوجه,منطقة تبوك,Saudi
100925051,6,1536575520,Issued to violator but un-paid,2026-01-27 08:40:54+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,جيب,رانجلر,حي البلد,الوجه,منطقة تبوك,Saudi
101571189,5,2149768944,Issued to violator but un-paid,2026-01-27 08:39:19+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,نيسان,صني,الخالدية,صبيا,منطقة جازان,Alien
103163980,10,2028383638,Issued to violator but un-paid,2026-01-27 08:37:33+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,هيونداي,كريتا,الروضة,جدة,منطقة مكة المكرمة,Alien
102253799,7,2093797045,Issued to violator but un-paid,2026-01-27 08:34:11+00:00,,150,150,True,عدم ربط حزام,مرور الحاير,هوندا,هوندا سيفيك,حي العزيزية,مكة المكرمة,منطقة مكة المكرمة,Alien
102253799,2,1170134942,Issued to violator but un-paid,2026-01-27 08:29:23+00:00,,150,150,False,عدم ربط حزام,مرور شمال رياض,مازدا,مازدا CX-5,الاحد,بلجرشي,منطقة الباحة,Saudi
100925051,5,2850017118,Issued to violator but un-paid,2026-01-27 08:25:39+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,جيب,شيروكي,حي جرول,مكة المكرمة,منطقة مكة المكرمة,Alien
100925051,5,2481396974,Issued to violator but un-paid,2026-01-27 08:19:06+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,تويوتا,كورولا,الخالدية,صبيا,منطقة جازان,Alien
103163980,1,2001170924,Issued to violator but un-paid,2026-01-27 08:18:31+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,مرسيدس بنز,مرسيدس بنز E-Class,الصناعية,نجران,منطقة نجران,Alien
102218740,3,2153838819,Issued to violator but un-paid,2026-01-27 08:13:10+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,جيب,شيروكي,الخالدية,صبيا,منطقة جازان,Alien
100925051,8,1573377946,Issued to violator but un-paid,2026-01-27 08:03:55+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,فورد,رينجر,الروضة,جازان,منطقة جازان,Saudi
102218740,9,2190153254,Issued to violator but un-paid,2026-01-27 08:03:30+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,نيسان,صني,العين,الدرعية,منطقة الرياض,Alien
103163980,8,1705050478,Issued to violator but un-paid,2026-01-27 08:02:31+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,شيفروليه,سبارك,الخالدية,صبيا,منطقة جازان,Saudi
