violation_date,paid_violations,unpaid_violations,total_violations
1 رمضان 1428,53,0,53
2 رمضان 1428,57,0,57
3 رمضان 1428,66,0,66
4 رمضان 1428,60,0,60
5 رمضان 1428,55,0,55
6 رمضان 1428,42,0,42
7 رمضان 1428,50,0,50
8 رمضان 1428,44,0,44
9 رمضان 1428,53,0,53
10 رمضان 1428,61,0,61
11 رمضان 1428,58,0,58
12 رمضان 1428,67,0,67
13 رمضان 1428,65,0,65
14 رمضان 1428,49,0,49
15 رمضان 1428,57,0,57
16 رمضان 1428,60,0,60
17 رمضان 1428,59,0,59
18 رمضان 1428,59,0,59
19 رمضان 1428,52,0,52
20 رمضان 1428,58,0,58
21 رمضان 1428,59,0,59
22 رمضان 1428,58,0,58
23 رمضان 1428,39,0,39
24 رمضان 1428,48,0,48
25 رمضان 1428,60,0,60
26 رمضان 1428,48,0,48
27 رمضان 1428,55,0,55
28 رمضان 1428,42,0,42
29 رمضان 1428,59,0,59
30 رمضان 1428,56,0,56
1 شوال 1428,66,0,66
2 شوال 1428,58,0,58
3 شوال 1428,56,0,56
4 شوال 1428,65,0,65
5 شوال 1428,45,0,45
6 شوال 1428,57,0,57
7 شوال 1428,48,0,48
8 شوال 1428,58,0,58
9 شوال 1428,50,0,50
10 شوال 1428,61,0,61
11 شوال 1428,63,0,63
12 شوال 1428,51,0,51
13 شوال 1428,61,0,61
14 شوال 1428,66,0,66
15 شوال 1428,60,0,60
16 شوال 1428,43,0,43
17 شوال 1428,57,0,57
18 شوال 1428,58,0,58
19 شوال 1428,44,0,44
20 شوال 1428,48,0,48
21 شوال 1428,57,0,57
22 شوال 1428,38,0,38
23 شوال 1428,58,0,58
24 شوال 1428,49,0,49
25 شوال 1428,57,0,57
26 شوال 1428,54,0,54
27 شوال 1428,56,0,56
28 شوال 1428,48,0,48
29 شوال 1428,49,0,49
1 ذو القعدة 1428,68,0,68
2 ذو القعدة 1428,58,0,58
3 ذو القعدة 1428,41,0,41
4 ذو القعدة 1428,47,0,47
5 ذو القعدة 1428,64,0,64
6 ذو القعدة 1428,62,0,62
7 ذو القعدة 1428,55,0,55
8 ذو القعدة 1428,56,0,56
9 ذو القعدة 1428,57,0,57
10 ذو القعدة 1428,49,0,49
11 ذو القعدة 1428,63,0,63
12 ذو القعدة 1428,51,0,51
13 ذو القعدة 1428,58,0,58
14 ذو القعدة 1428,45,0,45
15 ذو القعدة 1428,58,0,58
16 ذو القعدة 1428,60,0,60
17 ذو القعدة 1428,63,0,63
18 ذو القعدة 1428,51,0,51
19 ذو القعدة 1428,61,0,61
20 ذو القعدة 1428,67,0,67
21 ذو القعدة 1428,49,0,49
22 ذو القعدة 1428,55,0,55
23 ذو القعدة 1428,50,0,50
24 ذو القعدة 1428,46,0,46
25 ذو القعدة 1428,57,0,57
26 ذو القعدة 1428,52,0,52
27 ذو القعدة 1428,54,0,54
28 ذو القعدة 1428,62,0,62
29 ذو القعدة 1428,51,0,51
30 ذو القعدة 1428,53,0,53
1 ذو الحجة 1428,68,0,68
2 ذو الحجة 1428,53,0,53
3 ذو الحجة 1428,54,0,54
4 ذو الحجة 1428,40,0,40
5 ذو الحجة 1428,58,0,58
6 ذو الحجة 1428,59,0,59
7 ذو الحجة 1428,45,0,45
8 ذو الحجة 1428,75,0,75
9 ذو الحجة 1428,55,0,55
10 ذو الحجة 1428,59,0,59
11 ذو الحجة 1428,47,0,47
12 ذو الحجة 1428,59,0,59
13 ذو الحجة 1428,46,0,46
14 ذو الحجة 1428,48,0,48
15 ذو الحجة 1428,53,0,53
16 ذو الحجة 1428,41,0,41
17 ذو الحجة 1428,63,0,63
18 ذو الحجة 1428,47,0,47
19 ذو الحجة 1428,51,0,51
20 ذو الحجة 1428,47,0,47
21 ذو الحجة 1428,52,0,52
22 ذو الحجة 1428,67,0,67
23 ذو الحجة 1428,52,0,52
24 ذو الحجة 1428,61,0,61
25 ذو الحجة 1428,71,0,71
26 ذو الحجة 1428,58,0,58
27 ذو الحجة 1428,50,0,50
28 ذو الحجة 1428,74,0,74
29 ذو الحجة 1428,80,0,80
30 ذو الحجة 1428,62,0,62
1 محرم 1429,67,0,67
2 محرم 1429,60,0,60
3 محرم 1429,72,0,72
4 محرم 1429,56,0,56
5 محرم 1429,53,0,53
6 محرم 1429,56,0,56
7 محرم 1429,50,0,50
8 محرم 1429,55,0,55
9 محرم 1429,52,0,52
10 محرم 1429,51,0,51
11 محرم 1429,51,0,51
12 محرم 1429,61,0,61
13 محرم 1429,59,0,59
14 محرم 1429,59,0,59
15 محرم 1429,74,0,74
16 محرم 1429,63,0,63
17 محرم 1429,52,0,52
18 محرم 1429,57,0,57
19 محرم 1429,51,0,51
20 محرم 1429,41,0,41
21 محرم 1429,59,0,59
22 محرم 1429,65,0,65
23 محرم 1429,68,0,68
24 محرم 1429,78,0,78
25 محرم 1429,56,0,56
26 محرم 1429,59,0,59
27 محرم 1429,55,0,55
28 محرم 1429,60,0,60
29 محرم 1429,48,0,48
1 صفر 1429,52,0,52
2 صفر 1429,67,0,67
3 صفر 1429,63,0,63
4 صفر 1429,60,0,60
5 صفر 1429,44,0,44
6 صفر 1429,59,0,59
7 صفر 1429,62,0,62
8 صفر 1429,47,0,47
9 صفر 1429,64,0,64
10 صفر 1429,79,0,79
11 صفر 1429,62,0,62
12 صفر 1429,58,0,58
13 صفر 1429,58,0,58
14 صفر 1429,62,0,62
15 صفر 1429,60,0,60
16 صفر 1429,49,0,49
17 صفر 1429,48,0,48
18 صفر 1429,44,0,44
19 صفر 1429,70,0,70
20 صفر 1429,54,0,54
21 صفر 1429,48,0,48
22 صفر 1429,52,0,52
23 صفر 1429,47,0,47
24 صفر 1429,60,0,60
25 صفر 1429,49,0,49
26 صفر 1429,51,0,51
27 صفر 1429,53,0,53
28 صفر 1429,48,0,48
29 صفر 1429,52,0,52
30 صفر 1429,60,0,60
1 ربيع الأول 1429,54,0,54
2 ربيع الأول 1429,69,0,69
3 ربيع الأول 1429,53,0,53
4 ربيع الأول 1429,61,0,61
5 ربيع الأول 1429,53,0,53
6 ربيع الأول 1429,52,0,52
7 ربيع الأول 1429,67,0,67
8 ربيع الأول 1429,45,0,45
9 ربيع الأول 1429,70,0,70
10 ربيع الأول 1429,61,0,61
11 ربيع الأول 1429,56,0,56
12 ربيع الأول 1429,63,0,63
13 ربيع الأول 1429,57,0,57
14 ربيع الأول 1429,61,0,61
15 ربيع الأول 1429,56,0,56
16 ربيع الأول 1429,55,0,55
17 ربيع الأول 1429,62,0,62
18 ربيع الأول 1429,58,0,58
19 ربيع الأول 1429,58,0,58
20 ربيع الأول 1429,53,0,53
21 ربيع الأول 1429,56,0,56
22 ربيع الأول 1429,57,0,57
23 ربيع الأول 1429,45,0,45
24 ربيع الأول 1429,57,0,57
25 ربيع الأول 1429,54,0,54
26 ربيع الأول 1429,61,0,61
27 ربيع الأول 1429,55,0,55
28 ربيع الأول 1429,61,0,61
29 ربيع الأول 1429,58,0,58
1 ربيع الآخر 1429,58,0,58
2 ربيع الآخر 1429,68,0,68
3 ربيع الآخر 1429,68,0,68
4 ربيع الآخر 1429,62,0,62
5 ربيع الآخر 1429,69,0,69
6 ربيع الآخر 1429,56,0,56
7 ربيع الآخر 1429,48,0,48
8 ربيع الآخر 1429,69,0,69
9 ربيع الآخر 1429,57,0,57
10 ربيع الآخر 1429,59,0,59
11 ربيع الآخر 1429,62,0,62
12 ربيع الآخر 1429,62,0,62
13 ربيع الآخر 1429,35,0,35
14 ربيع الآخر 1429,59,0,59
15 ربيع الآخر 1429,52,0,52
16 ربيع الآخر 1429,51,0,51
17 ربيع الآخر 1429,55,0,55
18 ربيع الآخر 1429,48,0,48
19 ربيع الآخر 1429,48,0,48
20 ربيع الآخر 1429,46,0,46
21 ربيع الآخر 1429,61,0,61
22 ربيع الآخر 1429,49,0,49
23 ربيع الآخر 1429,63,0,63
24 ربيع الآخر 1429,49,0,49
25 ربيع الآخر 1429,58,0,58
26 ربيع الآخر 1429,48,0,48
27 ربيع الآخر 1429,57,0,57
28 ربيع الآخر 1429,63,0,63
29 ربيع الآخر 1429,52,0,52
1 جمادى الأولى 1429,48,0,48
2 جمادى الأولى 1429,46,0,46
3 جمادى الأولى 1429,58,0,58
4 جمادى الأولى 1429,69,0,69
5 جمادى الأولى 1429,66,0,66
6 جمادى الأولى 1429,68,0,68
7 جمادى الأولى 1429,62,0,62
8 جمادى الأولى 1429,42,0,42
9 جمادى الأولى 1429,60,0,60
10 جمادى الأولى 1429,59,0,59
11 جمادى الأولى 1429,49,0,49
12 جمادى الأولى 1429,60,0,60
13 جمادى الأولى 1429,58,0,58
14 جمادى الأولى 1429,48,0,48
15 جمادى الأولى 1429,62,0,62
16 جمادى الأولى 1429,54,0,54
17 جمادى الأولى 1429,65,0,65
18 جمادى الأولى 1429,68,0,68
19 جمادى الأولى 1429,42,0,42
20 جمادى الأولى 1429,41,0,41
21 جمادى الأولى 1429,63,0,63
22 جمادى الأولى 1429,58,0,58
23 جمادى الأولى 1429,68,0,68
24 جمادى الأولى 1429,63,0,63
25 جمادى الأولى 1429,60,0,60
26 جمادى الأولى 1429,53,0,53
27 جمادى الأولى 1429,57,0,57
28 جمادى الأولى 1429,57,0,57
29 جمادى الأولى 1429,53,0,53
30 جمادى الأولى 1429,67,0,67
1 جمادى الآخرة 1429,56,0,56
2 جمادى الآخرة 1429,52,0,52
3 جمادى الآخرة 1429,58,0,58
4 جمادى الآخرة 1429,59,0,59
5 جمادى الآخرة 1429,57,0,57
6 جمادى الآخرة 1429,55,0,55
7 جمادى الآخرة 1429,45,0,45
8 جمادى الآخرة 1429,63,0,63
9 جمادى الآخرة 1429,48,0,48
10 جمادى الآخرة 1429,44,0,44
11 جمادى الآخرة 1429,66,0,66
12 جمادى الآخرة 1429,47,0,47
13 جمادى الآخرة 1429,61,0,61
14 جمادى الآخرة 1429,69,0,69
15 جمادى الآخرة 1429,53,0,53
16 جمادى الآخرة 1429,54,0,54
17 جمادى الآخرة 1429,71,0,71
18 جمادى الآخرة 1429,68,0,68
19 جمادى الآخرة 1429,73,0,73
20 جمادى الآخرة 1429,57,0,57
21 جمادى الآخرة 1429,58,0,58
22 جمادى الآخرة 1429,53,0,53
23 جمادى الآخرة 1429,66,0,66
24 جمادى الآخرة 1429,59,0,59
25 جمادى الآخرة 1429,51,0,51
26 جمادى الآخرة 1429,63,0,63
27 جمادى الآخرة 1429,54,0,54
28 جمادى الآخرة 1429,40,0,40
29 جمادى الآخرة 1429,69,0,69
1 رجب 1429,52,0,52
2 رجب 1429,65,0,65
3 رجب 1429,65,0,65
4 رجب 1429,49,0,49
5 رجب 1429,56,0,56
6 رجب 1429,66,0,66
7 رجب 1429,47,0,47
8 رجب 1429,64,0,64
9 رجب 1429,48,0,48
10 رجب 1429,63,0,63
11 رجب 1429,56,0,56
12 رجب 1429,46,0,46
13 رجب 1429,49,0,49
14 رجب 1429,54,0,54
15 رجب 1429,47,0,47
16 رجب 1429,68,0,68
17 رجب 1429,55,0,55
18 رجب 1429,68,0,68
19 رجب 1429,74,0,74
20 رجب 1429,62,0,62
21 رجب 1429,51,0,51
22 رجب 1429,60,0,60
23 رجب 1429,50,0,50
24 رجب 1429,52,0,52
25 رجب 1429,66,0,66
26 رجب 1429,53,0,53
27 رجب 1429,50,0,50
28 رجب 1429,57,0,57
29 رجب 1429,61,0,61
1 شعبان 1429,63,0,63
2 شعبان 1429,57,0,57
3 شعبان 1429,59,0,59
4 شعبان 1429,65,0,65
5 شعبان 1429,83,0,83
6 شعبان 1429,48,0,48
7 شعبان 1429,53,0,53
8 شعبان 1429,61,0,61
9 شعبان 1429,45,0,45
10 شعبان 1429,67,0,67
11 شعبان 1429,56,0,56
12 شعبان 1429,61,0,61
13 شعبان 1429,58,0,58
14 شعبان 1429,54,0,54
15 شعبان 1429,66,0,66
16 شعبان 1429,62,0,62
17 شعبان 1429,60,0,60
18 شعبان 1429,59,0,59
19 شعبان 1429,62,0,62
20 شعبان 1429,45,0,45
21 شعبان 1429,41,0,41
22 شعبان 1429,62,0,62
23 شعبان 1429,57,0,57
24 شعبان 1429,62,0,62
25 شعبان 1429,44,0,44
26 شعبان 1429,43,0,43
27 شعبان 1429,58,0,58
28 شعبان 1429,68,0,68
29 شعبان 1429,47,0,47
30 شعبان 1429,58,0,58
1 رمضان 1429,55,0,55
2 رمضان 1429,52,0,52
3 رمضان 1429,67,0,67
4 رمضان 1429,54,0,54
5 رمضان 1429,69,0,69
6 رمضان 1429,45,0,45
7 رمضان 1429,59,0,59
8 رمضان 1429,55,0,55
9 رمضان 1429,53,0,53
10 رمضان 1429,51,0,51
11 رمضان 1429,56,0,56
12 رمضان 1429,54,0,54
13 رمضان 1429,60,0,60
14 رمضان 1429,62,0,62
15 رمضان 1429,63,0,63
16 رمضان 1429,49,0,49
17 رمضان 1429,61,0,61
18 رمضان 1429,58,0,58
19 رمضان 1429,50,0,50
20 رمضان 1429,60,0,60
21 رمضان 1429,68,0,68
22 رمضان 1429,49,0,49
23 رمضان 1429,65,0,65
24 رمضان 1429,66,0,66
25 رمضان 1429,56,0,56
26 رمضان 1429,58,0,58
27 رمضان 1429,52,0,52
28 رمضان 1429,55,0,55
29 رمضان 1429,64,0,64
30 رمضان 1429,65,0,65
1 شوال 1429,48,0,48
2 شوال 1429,48,0,48
3 شوال 1429,52,0,52
4 شوال 1429,69,0,69
5 شوال 1429,50,0,50
6 شوال 1429,64,0,64
7 شوال 1429,47,0,47
8 شوال 1429,61,0,61
9 شوال 1429,51,0,51
10 شوال 1429,59,0,59
11 شوال 1429,58,0,58
12 شوال 1429,59,0,59
13 شوال 1429,80,0,80
14 شوال 1429,52,0,52
15 شوال 1429,60,0,60
16 شوال 1429,64,0,64
17 شوال 1429,70,0,70
18 شوال 1429,58,0,58
19 شوال 1429,61,0,61
20 شوال 1429,54,0,54
21 شوال 1429,57,0,57
22 شوال 1429,60,0,60
23 شوال 1429,57,0,57
24 شوال 1429,46,0,46
25 شوال 1429,62,0,62
26 شوال 1429,81,0,81
27 شوال 1429,46,0,46
28 شوال 1429,54,0,54
29 شوال 1429,50,0,50
1 ذو القعدة 1429,56,0,56
2 ذو القعدة 1429,53,0,53
3 ذو القعدة 1429,54,0,54
4 ذو القعدة 1429,53,0,53
5 ذو القعدة 1429,48,0,48
6 ذو القعدة 1429,49,0,49
7 ذو القعدة 1429,46,0,46
8 ذو القعدة 1429,65,0,65
9 ذو القعدة 1429,62,0,62
10 ذو القعدة 1429,61,0,61
11 ذو القعدة 1429,55,0,55
12 ذو القعدة 1429,59,0,59
13 ذو القعدة 1429,54,0,54
14 ذو القعدة 1429,51,0,51
15 ذو القعدة 1429,62,0,62
16 ذو القعدة 1429,42,0,42
17 ذو القعدة 1429,68,0,68
18 ذو القعدة 1429,48,0,48
19 ذو القعدة 1429,51,0,51
20 ذو القعدة 1429,67,0,67
21 ذو القعدة 1429,52,0,52
22 ذو القعدة 1429,47,0,47
23 ذو القعدة 1429,51,0,51
24 ذو القعدة 1429,59,0,59
25 ذو القعدة 1429,65,0,65
26 ذو القعدة 1429,54,0,54
27 ذو القعدة 1429,64,0,64
28 ذو القعدة 1429,55,0,55
29 ذو القعدة 1429,47,0,47
30 ذو القعدة 1429,57,0,57
1 ذو الحجة 1429,67,0,67
2 ذو الحجة 1429,54,0,54
3 ذو الحجة 1429,60,0,60
4 ذو الحجة 1429,58,0,58
5 ذو الحجة 1429,53,0,53
6 ذو الحجة 1429,56,0,56
7 ذو الحجة 1429,50,0,50
8 ذو الحجة 1429,58,0,58
9 ذو الحجة 1429,59,0,59
10 ذو الحجة 1429,55,0,55
11 ذو الحجة 1429,57,0,57
12 ذو الحجة 1429,69,0,69
13 ذو الحجة 1429,54,0,54
14 ذو الحجة 1429,54,0,54
15 ذو الحجة 1429,62,0,62
16 ذو الحجة 1429,56,0,56
17 ذو الحجة 1429,68,0,68
18 ذو الحجة 1429,51,0,51
19 ذو الحجة 1429,51,0,51
20 ذو الحجة 1429,45,0,45
21 ذو الحجة 1429,57,0,57
22 ذو الحجة 1429,53,0,53
23 ذو الحجة 1429,49,0,49
24 ذو الحجة 1429,47,0,47
25 ذو الحجة 1429,48,0,48
26 ذو الحجة 1429,48,0,48
27 ذو الحجة 1429,59,0,59
28 ذو الحجة 1429,48,0,48
29 ذو الحجة 1429,43,0,43
30 ذو الحجة 1429,61,0,61
1 محرم 1430,48,0,48
2 محرم 1430,55,0,55
3 محرم 1430,59,0,59
4 محرم 1430,62,0,62
5 محرم 1430,61,0,61
6 محرم 1430,70,0,70
7 محرم 1430,45,0,45
8 محرم 1430,63,0,63
9 محرم 1430,70,0,70
10 محرم 1430,61,0,61
11 محرم 1430,62,0,62
12 محرم 1430,55,0,55
13 محرم 1430,68,0,68
14 محرم 1430,60,0,60
15 محرم 1430,61,0,61
16 محرم 1430,64,0,64
17 محرم 1430,55,0,55
18 محرم 1430,59,0,59
19 محرم 1430,61,0,61
20 محرم 1430,56,0,56
21 محرم 1430,62,0,62
22 محرم 1430,54,0,54
23 محرم 1430,61,0,61
24 محرم 1430,65,0,65
25 محرم 1430,64,0,64
26 محرم 1430,47,0,47
27 محرم 1430,54,0,54
28 محرم 1430,72,0,72
29 محرم 1430,48,0,48
1 صفر 1430,57,0,57
2 صفر 1430,60,0,60
3 صفر 1430,57,0,57
4 صفر 1430,51,0,51
5 صفر 1430,55,0,55
6 صفر 1430,47,0,47
7 صفر 1430,49,0,49
8 صفر 1430,64,0,64
9 صفر 1430,65,0,65
10 صفر 1430,54,0,54
11 صفر 1430,63,0,63
12 صفر 1430,63,0,63
13 صفر 1430,52,0,52
14 صفر 1430,51,0,51
15 صفر 1430,65,0,65
16 صفر 1430,62,0,62
17 صفر 1430,55,0,55
18 صفر 1430,67,0,67
19 صفر 1430,61,0,61
20 صفر 1430,59,0,59
21 صفر 1430,59,0,59
22 صفر 1430,76,0,76
23 صفر 1430,55,0,55
24 صفر 1430,67,0,67
25 صفر 1430,45,0,45
26 صفر 1430,60,0,60
27 صفر 1430,64,0,64
28 صفر 1430,59,0,59
29 صفر 1430,56,0,56
30 صفر 1430,55,0,55
1 ربيع الأول 1430,66,0,66
2 ربيع الأول 1430,62,0,62
3 ربيع الأول 1430,55,0,55
4 ربيع الأول 1430,60,0,60
5 ربيع الأول 1430,62,0,62
6 ربيع الأول 1430,61,0,61
7 ربيع الأول 1430,61,0,61
8 ربيع الأول 1430,79,0,79
9 ربيع الأول 1430,61,0,61
10 ربيع الأول 1430,67,0,67
11 ربيع الأول 1430,61,0,61
12 ربيع الأول 1430,56,0,56
13 ربيع الأول 1430,69,0,69
14 ربيع الأول 1430,59,0,59
15 ربيع الأول 1430,69,0,69
16 ربيع الأول 1430,69,0,69
17 ربيع الأول 1430,60,0,60
18 ربيع الأول 1430,62,0,62
19 ربيع الأول 1430,60,0,60
20 ربيع الأول 1430,70,0,70
21 ربيع الأول 1430,55,0,55
22 ربيع الأول 1430,56,0,56
23 ربيع الأول 1430,52,0,52
24 ربيع الأول 1430,68,0,68
25 ربيع الأول 1430,64,0,64
26 ربيع الأول 1430,57,0,57
27 ربيع الأول 1430,57,0,57
28 ربيع الأول 1430,52,0,52
29 ربيع الأول 1430,63,0,63
30 ربيع الأول 1430,60,0,60
1 ربيع الآخر 1430,55,0,55
2 ربيع الآخر 1430,76,0,76
3 ربيع الآخر 1430,66,0,66
4 ربيع الآخر 1430,61,0,61
5 ربيع الآخر 1430,46,0,46
6 ربيع الآخر 1430,57,0,57
7 ربيع الآخر 1430,64,0,64
8 ربيع الآخر 1430,63,0,63
9 ربيع الآخر 1430,64,0,64
10 ربيع الآخر 1430,59,0,59
11 ربيع الآخر 1430,69,0,69
12 ربيع الآخر 1430,54,0,54
13 ربيع الآخر 1430,59,0,59
14 ربيع الآخر 1430,54,0,54
15 ربيع الآخر 1430,63,0,63
16 ربيع الآخر 1430,53,0,53
17 ربيع الآخر 1430,53,0,53
18 ربيع الآخر 1430,69,0,69
19 ربيع الآخر 1430,51,0,51
20 ربيع الآخر 1430,65,0,65
21 ربيع الآخر 1430,63,0,63
22 ربيع الآخر 1430,70,0,70
23 ربيع الآخر 1430,73,0,73
24 ربيع الآخر 1430,72,0,72
25 ربيع الآخر 1430,63,0,63
26 ربيع الآخر 1430,57,0,57
27 ربيع الآخر 1430,59,0,59
28 ربيع الآخر 1430,53,0,53
29 ربيع الآخر 1430,51,0,51
1 جمادى الأولى 1430,63,0,63
2 جمادى الأولى 1430,62,0,62
3 جمادى الأولى 1430,53,0,53
4 جمادى الأولى 1430,56,0,56
5 جمادى الأولى 1430,65,0,65
6 جمادى الأولى 1430,70,0,70
7 جمادى الأولى 1430,62,0,62
8 جمادى الأولى 1430,63,0,63
9 جمادى الأولى 1430,48,0,48
10 جمادى الأولى 1430,55,0,55
11 جمادى الأولى 1430,50,0,50
12 جمادى الأولى 1430,56,0,56
13 جمادى الأولى 1430,53,0,53
14 جمادى الأولى 1430,64,0,64
15 جمادى الأولى 1430,70,0,70
16 جمادى الأولى 1430,60,0,60
17 جمادى الأولى 1430,64,0,64
18 جمادى الأولى 1430,53,0,53
19 جمادى الأولى 1430,67,0,67
20 جمادى الأولى 1430,49,0,49
21 جمادى الأولى 1430,61,0,61
22 جمادى الأولى 1430,54,0,54
23 جمادى الأولى 1430,49,0,49
24 جمادى الأولى 1430,56,0,56
25 جمادى الأولى 1430,74,0,74
26 جمادى الأولى 1430,56,0,56
27 جمادى الأولى 1430,74,0,74
28 جمادى الأولى 1430,59,0,59
29 جمادى الأولى 1430,66,0,66
1 جمادى الآخرة 1430,56,0,56
2 جمادى الآخرة 1430,61,0,61
3 جمادى الآخرة 1430,59,0,59
4 جمادى الآخرة 1430,52,0,52
5 جمادى الآخرة 1430,62,0,62
6 جمادى الآخرة 1430,54,0,54
7 جمادى الآخرة 1430,48,0,48
8 جمادى الآخرة 1430,44,0,44
9 جمادى الآخرة 1430,59,0,59
10 جمادى الآخرة 1430,65,0,65
11 جمادى الآخرة 1430,66,0,66
12 جمادى الآخرة 1430,56,0,56
13 جمادى الآخرة 1430,63,0,63
14 جمادى الآخرة 1430,61,0,61
15 جمادى الآخرة 1430,67,0,67
16 جمادى الآخرة 1430,42,0,42
17 جمادى الآخرة 1430,61,0,61
18 جمادى الآخرة 1430,55,0,55
19 جمادى الآخرة 1430,66,0,66
20 جمادى الآخرة 1430,66,0,66
21 جمادى الآخرة 1430,60,0,60
22 جمادى الآخرة 1430,59,0,59
23 جمادى الآخرة 1430,68,0,68
24 جمادى الآخرة 1430,60,0,60
25 جمادى الآخرة 1430,62,0,62
26 جمادى الآخرة 1430,63,0,63
27 جمادى الآخرة 1430,51,0,51
28 جمادى الآخرة 1430,64,0,64
29 جمادى الآخرة 1430,65,0,65
30 جمادى الآخرة 1430,62,0,62
1 رجب 1430,68,0,68
2 رجب 1430,68,0,68
3 رجب 1430,59,0,59
4 رجب 1430,71,0,71
5 رجب 1430,64,0,64
6 رجب 1430,57,0,57
7 رجب 1430,60,0,60
8 رجب 1430,61,0,61
9 رجب 1430,60,0,60
10 رجب 1430,52,0,52
11 رجب 1430,63,0,63
12 رجب 1430,51,0,51
13 رجب 1430,51,0,51
14 رجب 1430,54,0,54
15 رجب 1430,75,0,75
16 رجب 1430,63,0,63
17 رجب 1430,48,0,48
18 رجب 1430,58,0,58
19 رجب 1430,49,0,49
20 رجب 1430,61,0,61
21 رجب 1430,58,0,58
22 رجب 1430,55,0,55
23 رجب 1430,52,0,52
24 رجب 1430,58,0,58
25 رجب 1430,61,0,61
26 رجب 1430,57,0,57
27 رجب 1430,66,0,66
28 رجب 1430,71,0,71
29 رجب 1430,51,0,51
1 شعبان 1430,59,0,59
2 شعبان 1430,69,0,69
3 شعبان 1430,63,0,63
4 شعبان 1430,62,0,62
5 شعبان 1430,65,0,65
6 شعبان 1430,52,0,52
7 شعبان 1430,51,0,51
8 شعبان 1430,60,0,60
9 شعبان 1430,64,0,64
10 شعبان 1430,55,0,55
11 شعبان 1430,49,0,49
12 شعبان 1430,57,0,57
13 شعبان 1430,65,0,65
14 شعبان 1430,50,0,50
15 شعبان 1430,59,0,59
16 شعبان 1430,50,0,50
17 شعبان 1430,47,0,47
18 شعبان 1430,55,0,55
19 شعبان 1430,54,0,54
20 شعبان 1430,65,0,65
21 شعبان 1430,46,0,46
22 شعبان 1430,53,0,53
23 شعبان 1430,56,0,56
24 شعبان 1430,70,0,70
25 شعبان 1430,60,0,60
26 شعبان 1430,68,0,68
27 شعبان 1430,65,0,65
28 شعبان 1430,69,0,69
29 شعبان 1430,54,0,54
30 شعبان 1430,61,0,61
1 رمضان 1430,59,0,59
2 رمضان 1430,60,0,60
3 رمضان 1430,49,0,49
4 رمضان 1430,57,0,57
5 رمضان 1430,54,0,54
6 رمضان 1430,77,0,77
7 رمضان 1430,59,0,59
8 رمضان 1430,59,0,59
9 رمضان 1430,54,0,54
10 رمضان 1430,67,0,67
11 رمضان 1430,58,0,58
12 رمضان 1430,51,0,51
13 رمضان 1430,63,0,63
14 رمضان 1430,65,0,65
15 رمضان 1430,64,0,64
16 رمضان 1430,47,0,47
17 رمضان 1430,66,0,66
18 رمضان 1430,61,0,61
19 رمضان 1430,50,0,50
20 رمضان 1430,50,0,50
21 رمضان 1430,54,0,54
22 رمضان 1430,58,0,58
23 رمضان 1430,59,0,59
24 رمضان 1430,62,0,62
25 رمضان 1430,61,0,61
26 رمضان 1430,52,0,52
27 رمضان 1430,62,0,62
28 رمضان 1430,57,0,57
29 رمضان 1430,69,0,69
1 شوال 1430,65,0,65
2 شوال 1430,49,0,49
3 شوال 1430,47,0,47
4 شوال 1430,59,0,59
5 شوال 1430,63,0,63
6 شوال 1430,51,0,51
7 شوال 1430,54,0,54
8 شوال 1430,49,0,49
9 شوال 1430,46,0,46
10 شوال 1430,59,0,59
11 شوال 1430,57,0,57
12 شوال 1430,55,0,55
13 شوال 1430,56,0,56
14 شوال 1430,75,0,75
15 شوال 1430,53,0,53
16 شوال 1430,62,0,62
17 شوال 1430,49,0,49
18 شوال 1430,61,0,61
19 شوال 1430,63,0,63
20 شوال 1430,60,0,60
21 شوال 1430,49,0,49
22 شوال 1430,61,0,61
23 شوال 1430,70,0,70
24 شوال 1430,49,0,49
25 شوال 1430,68,0,68
26 شوال 1430,64,0,64
27 شوال 1430,57,0,57
28 شوال 1430,61,0,61
29 شوال 1430,64,0,64
30 شوال 1430,65,0,65
1 ذو القعدة 1430,65,0,65
2 ذو القعدة 1430,59,0,59
3 ذو القعدة 1430,49,0,49
4 ذو القعدة 1430,70,0,70
5 ذو القعدة 1430,57,0,57
6 ذو القعدة 1430,63,0,63
7 ذو القعدة 1430,74,0,74
8 ذو القعدة 1430,73,0,73
9 ذو القعدة 1430,52,0,52
10 ذو القعدة 1430,50,0,50
11 ذو القعدة 1430,55,0,55
12 ذو القعدة 1430,62,0,62
13 ذو القعدة 1430,52,0,52
14 ذو القعدة 1430,58,0,58
15 ذو القعدة 1430,48,0,48
16 ذو القعدة 1430,50,0,50
17 ذو القعدة 1430,69,0,69
18 ذو القعدة 1430,48,0,48
19 ذو القعدة 1430,56,0,56
20 ذو القعدة 1430,61,0,61
21 ذو القعدة 1430,64,0,64
22 ذو القعدة 1430,60,0,60
23 ذو القعدة 1430,54,0,54
24 ذو القعدة 1430,50,0,50
25 ذو القعدة 1430,52,0,52
26 ذو القعدة 1430,59,0,59
27 ذو القعدة 1430,54,0,54
28 ذو القعدة 1430,64,0,64
29 ذو القعدة 1430,62,0,62
1 ذو الحجة 1430,62,0,62
2 ذو الحجة 1430,51,0,51
3 ذو الحجة 1430,50,0,50
4 ذو الحجة 1430,51,0,51
5 ذو الحجة 1430,58,0,58
